System,3wrobotNI
Controller,LQR
dt,0.1
state_init,[-1.    -1.     0.785]
Nactor,6
pred_step_size_multiplier,5.0
buffer_size,25
run_obj_struct,quadratic
R1_diag,"[100, 100, 10, 0, 0]"
R2_diag,"[1, 10, 1, 0, 0]"
Ncritic,25
gamma,0.9
critic_period_multiplier,1.0
critic_struct,quad-mix
actor_struct,quad-nomix
t [s],x [m],y [m],alpha [rad],run_obj,accum_obj,v [m/s],omega [rad/s]
0.0001,-1.0,-1.0,0.785,207.99787892934805,20.799787892934805,0.6036708740017969,-1.2129346252910544
0.0011,-0.9996116804043077,-0.9996124127125051,0.7838976193119099,207.82028047826805,41.581815940761615,0.6028231350037561,-1.2112312931804345
0.0067227781366436205,-0.9972028789215158,-0.9972271322531399,0.7770862615327555,206.7249888987833,62.25431483063994,0.5975851499035254,-1.200706794205171
0.05672277813664362,-0.9752662453627459,-0.976911805865995,0.7170029586110211,197.22242088897684,81.97655691953763,0.5513806403650819,-1.107869700554696
0.10672277813664363,-0.9538278900546969,-0.9592505153292736,0.6611863878700355,188.66884096271346,100.84344101580898,0.5084572798007584,-1.02162530397285
0.15672277813664365,-0.9332120897264872,-0.9440464419524328,0.6097120818015538,181.03571331556745,118.94701234736573,0.4688731532619096,-0.9420903127075113
0.20672277813664364,-0.9135308963858169,-0.9309830743404038,0.5622451020132763,174.22967999526404,136.36998034689213,0.43237069061857825,-0.8687472001684127
0.2567227781366436,-0.8948511998396727,-0.9197767570030152,0.5184734960492738,168.16369615228098,153.18634996212023,0.39870999809787555,-0.8011139562469669
0.3067227781366436,-0.8772061975967846,-0.9101763303709847,0.47810957381801267,162.75798104443092,169.46214806656332,0.3676698398666832,-0.7387460595758177
0.3567227781366436,-0.8606036262019388,-0.9019609473001459,0.44088804214345484,157.94006938496116,185.25615500505944,0.339046203487491,-0.6812335951497809
0.4067227781366436,-0.8450323130839642,-0.894937500547495,0.40656426131110757,153.6446030436061,200.62061530942006,0.3126509591892627,-0.6281985604460161
0.4567227781366436,-0.8304673527194675,-0.8889379105981744,0.37491263716710993,149.81296081645837,215.6019113910659,0.2883106233796023,-0.5792923809925726
0.5067227781366436,-0.816874161670842,-0.8838164327497469,0.3457251383934096,146.39279413088474,230.24119080415437,0.26586521841826977,-0.5341936193514755
0.5567227781366436,-0.8042116281466988,-0.8794470831050206,0.3188099292152319,143.33751669455313,244.5749424736097,0.24516722115899367,-0.4926058624608215
0.6067227781366437,-0.7924345359154078,-0.8757212415419161,0.29399010855427765,140.60578124159784,258.63552059776947,0.22608059334884575,-0.45425577345039386
0.6567227781366437,-0.7814954106747738,-0.8725454610999241,0.2711025473406948,138.16096555155718,272.45161715292517,0.20847988751244678,-0.41889129512628787
0.7067227781366437,-0.7713459096416945,-0.8698394939928251,0.2499968163420179,135.97068191854527,286.0486853447797,0.19224942244439827,-0.38627999331689433
0.7567227781366438,-0.7619378520340268,-0.8675345319579973,0.23053419746219805,134.0063185089517,299.4493171956749,0.17728252289083812,-0.35620752919182824
0.8067227781366438,-0.753223968903648,-0.8655716509056809,0.21258677201245332,132.24261699974508,312.6735788956494,0.16348081842290246,-0.32847625051306995
0.8567227781366439,-0.7451584349782869,-0.8639004453873234,0.1960365799615711,130.65728809790485,325.7393077054399,0.15075359689391687,-0.3029038925592714
0.9067227781366439,-0.7376972322935548,-0.8624778362097311,0.18077484463980764,129.23066466946105,338.662374172386,0.13901720823089392,-0.27932238018501104
0.956722778136644,-0.7307983849822212,-0.8612670338276561,0.16670125780072645,127.94539100050316,351.45691327243634,0.1281945146417368,-0.2575767231414925
1.006722778136644,-0.7244220962162332,-0.8602366404175272,0.1537233203420212,126.78614598232105,364.13552787066845,0.11821438362461929,-0.23752399739814806
1.056722778136644,-0.7185308116023186,-0.8593598743954997,0.1417557343521897,125.73939761747157,376.7094676324156,0.10901122044732853,-0.219032405769849
1.106722778136644,-0.7130892280020977,-0.8586139023362209,0.13071984248726617,124.79318607920959,389.1887862403366,0.10052453702377731,-0.20198041167566608
1.156722778136644,-0.7080642625207584,-0.8579792646004222,0.12054311099289738,123.93693254770282,401.5824794951069,0.09269855435411206,-0.18625594033578086
1.206722778136644,-0.7034249930679769,-0.8574393823746462,0.11115865297390834,123.16127113816357,413.8986066089233,0.08548183591544163,-0.17175564215638964
1.2567227781366441,-0.6991425792635341,-0.8569801351918246,0.10250478877803174,122.45790138954672,426.1443967478779,0.07882694959363566,-0.15838421346117276
1.3067227781366442,-0.6951901703938372,-0.856589499292688,0.09452464060440895,121.81945897041655,438.3263426449196,0.0726901559342284,-0.14605377010481574
1.3567227781366442,-0.6915428055079627,-0.8562572383806647,0.08716575867241393,121.23940246207533,450.45028289112713,0.06703112066344691,-0.13468326985163678
1.4067227781366443,-0.6881773094794121,-0.8559746394058365,0.08037977649378243,120.71191428533591,462.52147431966074,0.061812649589899016,-0.12419797972288497
1.4567227781366443,-0.6850721878778006,-0.8557342869842575,0.07412209298231183,120.23181403808869,474.5446557234696,0.05700044414455368,-0.11452898481183324
1.5067227781366443,-0.6822075227336029,-0.855529870920591,0.06835157931178698,119.79448270091041,486.52410399356063,0.05256287595229246,-0.10561273533833647
1.5567227781366444,-0.679564870691591,-0.8553560220609573,0.06303030859544667,119.39579634444145,498.4636836280048,0.048470778953396514,-0.09739062896585686
1.6067227781366444,-0.6771271645971971,-0.8552081723672597,0.058123306610300074,119.03206813371722,510.3668904413765,0.04469725770868059,-0.08980862563572152
1.6567227781366445,-0.6748786192151318,-0.8550824356829827,0.05359832192792093,118.69999757070846,522.2368901984473,0.041217510628353764,-0.08281689238709819
1.7067227781366445,-0.6728046415177904,-0.8549755061625578,0.049425613940896514,118.39662604731734,534.0765528031791,0.038008666962772476,-0.07636947582825686
1.7567227781366446,-0.6708917457838927,-0.8548845717705752,0.04557775739172853,118.11929789772913,545.888482592952,0.0350496364837027,-0.07042400010642398
1.8067227781366446,-0.6691274736009668,-0.8548072406315618,0.042029462119445846,117.86562624232025,557.675045217184,0.03232097086811629,-0.0649413883911269
1.8567227781366447,-0.6675003187573412,-0.8547414783332402,0.03875740683920781,117.63346300638482,569.4383915178224,0.029804735873462163,-0.05988560604046812
1.9067227781366447,-0.6659996569313716,-0.8546855545629005,0.03574008586240926,117.42087257691041,581.1804787755135,0.02748439346428008,-0.055223423762282155
1.9567227781366447,-0.6646156800307368,-0.8546379976938088,0.03295766774985029,117.22610863064988,592.9030896385785,0.02534469311543052,-0.0509241992135436
2.006722778136645,-0.663339334997358,-0.8545975561417927,0.03039186496896401,117.04759372787977,604.6078490113665,0.023371571577527513,-0.04695967560258177
2.0567227781366446,-0.662162266869607,-0.8545631654859898,0.02802581369842039,116.88390131952268,616.2962391433188,0.021552060445779578,-0.043303795970408204
2.1067227781366444,-0.6610767658796636,-0.8545339204963223,0.025843962990117948,116.73373986167215,627.969613129486,0.019874200924731966,-0.0399325319305154
2.1567227781366443,-0.6600757183576196,-0.854509051337154,0.023831972560077047,116.59593877183806,639.6292070066698,0.018326965228698793,-0.036823725741533433
2.206722778136644,-0.6591525612132252,-0.854487903324878,0.02197661853646205,116.46943599618734,651.2761506062885,0.016900184101286797,-0.03395694467476183
2.256722778136644,-0.6583012397695066,-0.8544699197095555,0.02026570654525821,116.3532669873691,662.9114773050254,0.015584479977630522,-0.03131334671940285
2.3067227781366437,-0.6575161687286836,-0.8544546270294845,0.0186879915623561,116.24655491878097,674.5361327969035,0.014371205350045494,-0.028875556742839214
2.3567227781366435,-0.6567921960589858,-0.8544416226546916,0.017233104005268868,116.14850198388727,686.1509829952922,0.013252385932005763,-0.026627552292016004
2.4067227781366434,-0.6561245696004249,-0.854430564192527,0.015891481578717705,116.05838164890292,697.7568211601825,0.012220668246889136,-0.024554558285352426
2.456722778136643,-0.6555089061978081,-0.8544211604772436,0.01465430642613847,115.97553174421684,709.3543743346042,0.01126927129701549,-0.022642949903042747
2.506722778136643,-0.6549411631798996,-0.8544131639069115,0.013513447174035707,115.89934829469803,720.9443091640741,0.010391941995321334,-0.020880163037489758
2.556722778136643,-0.6544176120143553,-0.8544063639263297,0.01246140548826873,115.82928000182007,732.5272371642561,0.009582914066743914,-0.01925461171530334
2.6067227781366427,-0.6539348139786738,-0.8544005814846443,0.011491266791009227,115.7648233016164,744.1037194944178,0.00883687014919282,-0.0177556119481176
2.6567227781366425,-0.6534895976977614,-0.8543956643219608,0.010596654814456019,115.70551793207987,755.6742712876257,0.008148906845016578,-0.01637331151173358
2.7067227781366423,-0.6530790384087163,-0.8543914829610049,0.00977168969260978,115.65094295194076,767.2393655828198,0.007514502493263816,-0.015098625192058731
2.756722778136642,-0.6527004388230078,-0.8543879272984005,0.009010949315664579,115.60071315997651,778.7994368988175,0.006929487450921184,-0.013923175072244968
2.806722778136642,-0.6523513114653321,-0.8543849037058937,0.008309433693016724,115.55447587027048,790.3548844858445,0.006390016687800489,-0.01283923546856064
2.8567227781366418,-0.6520293623770393,-0.8543823325652511,0.0076625320906656535,115.51190800427955,801.9060752862725,0.005892544514954077,-0.011839682153085637
2.9067227781366416,-0.651732476080137,-0.8543801461719669,0.007065992727016371,115.47271346530091,813.4533466328027,0.005433801280520144,-0.010917945529494162
2.9567227781366414,-0.651458701705487,-0.8543782869526094,0.00651589482790811,115.43662076504499,824.9970087093071,0.005010771879830671,-0.010067967454171519
3.0067227781366412,-0.651206240195942,-0.8543767059488881,0.006008622857200018,115.40338087560656,836.5373467968677,0.0046206759385389925,-0.00928416141887028
3.056722778136641,-0.6509734325018108,-0.85437536152854,0.005540842753543544,115.37276528325263,848.074623325193,0.004260949538519941,-0.008561375833205088
3.106722778136641,-0.6507587486922503,-0.8543742182891009,0.0051094800171569525,115.3445642231746,859.6090797475105,0.0039292283664354825,-0.007894860165659106
3.1567227781366407,-0.6505607779119367,-0.8543732461257041,0.004711699502576589,115.31858507673681,871.1409382551841,0.003623332174209224,-0.00728023372056278
3.2067227781366405,-0.6503782191177353,-0.8543724194383651,0.004344886784572101,115.29465091484136,882.6704033466682,0.0033412504492757924,-0.0067134568458305935
3.2567227781366404,-0.6502098725350488,-0.8543717164578813,0.004006630974752496,115.27259917285683,894.1976632639539,0.0030811292004223065,-0.0061908043822177725
3.30672277813664,-0.6500546317781395,-0.8543711186726012,0.0036947088759246233,115.25228044416426,905.7228913083703,0.0028412587723714825,-0.005708841179591294
3.35672277813664,-0.6499114765829833,-0.8543706103409672,0.00340707037005809,115.23355738078249,917.2462470464486,0.0026200626090173156,-0.005264399519295113
3.40672277813664,-0.6497794661051665,-0.8543701780770016,0.003141824943818548,115.21630369077613,928.7678774155262,0.0024160868914593495,-0.0048545582942173746
3.4567227781366396,-0.6496577327389902,-0.8543698104978177,0.002897229263107977,115.2004032232428,940.2879177378504,0.0022279909827311777,-0.0044766238097199386
3.5067227781366395,-0.649545476417327,-0.8543694979238774,0.002671675714945235,115.1857491326406,951.8064926511145,0.002054538616420848,-0.004128112079243705
3.5567227781366393,-0.6494419593548968,-0.8543692321241011,0.0024636818413780156,115.17224311507022,963.3237169626215,0.0018945897712700928,-0.0038067324982270297
3.606722778136639,-0.6493465012005164,-0.8543690060991198,0.002271880595980261,115.15979470988111,974.8396964336096,0.0017470931783479327,-0.003510372789033548
