System,3wrobotNI
Controller,lqr
dt,0.1
state_init,[-3.   -3.    1.57]
Nactor,10
pred_step_size_multiplier,5.0
buffer_size,25
run_obj_struct,quadratic
R1_diag,"[100, 100, 10, 10, 5]"
R2_diag,"[1, 10, 1, 0, 0]"
Ncritic,25
gamma,0.9
critic_period_multiplier,1.0
critic_struct,quadratic
actor_struct,quad-nomix
t [s],x [m],y [m],alpha [rad],run_obj,accum_obj,v [m/s],omega [rad/s]
0.0001,-3.0,-3.0,1.57,1824.649,182.4649,0.0,0.0
0.0011,-3.0,-3.0,1.57,1824.649,364.9298,0.0,0.0
0.0111,-3.0,-3.0,1.57,1824.649,547.3947000000001,0.0,0.0
0.0611,-3.0,-3.0,1.57,1824.649,729.8596,0.0,0.0
0.1111,-3.0,-3.0,1.57,1867.3230550546484,916.5919055054649,2.0476457547127307,0.3861408257923356
0.16110000000000002,-3.0007338224080886,-2.906931965296827,1.5875472849220738,1813.3428112541162,1097.9261866308766,2.0476457547127307,0.3861408257923356
0.2111,-3.0034368172517003,-2.8045869553876615,1.6068543262116906,1756.4826009968892,1273.5744467305656,2.049991549464453,0.02852597453122777
0.2611,-3.0073726873221265,-2.7021551097606302,1.6099103801197805,1702.5401082707049,1443.828457557636,2.049991549464453,0.02852597453122777
0.3111,-3.0114538792886294,-2.5997368229499247,1.611336678846342,1651.3124158380115,1608.9596991414373,2.0554635838128488,-0.26474512264368955
0.3611,-3.015076315222344,-2.4970406748894534,1.5994359446413868,1600.7714406204468,1769.036843203482,2.0554635838128488,-0.26474512264368955
0.41109999999999997,-3.017339282922661,-2.394293163449446,1.5861986885092023,1552.463441820261,1924.2831873855082,2.059480657734847,-0.488049823120345
0.46109999999999995,-3.0177734896190223,-2.291333623557783,1.5628138620037948,1503.746101527172,2074.657797538225,2.059480657734847,-0.488049823120345
0.5111,-3.0156952842426445,-2.1883831192758896,1.5384113708477776,1456.5433429305228,2220.3121318312774,2.058358548762217,-0.6578717055567768
0.5611,-3.010751031091101,-2.085579328829763,1.506291713419584,1408.6478131224644,2361.176913143524,2.058358548762217,-0.6578717055567768
0.6111000000000001,-3.0024291517701047,-1.9830030591399834,1.473398128141745,1361.4810586897986,2497.3250190125036,2.049303768815933,-0.7857969820637565
0.6611000000000001,-2.990519463199127,-1.8811950593702627,1.4346912718351383,1313.8773854259218,2628.712757555096,2.049303768815933,-0.7857969820637565
0.7111000000000002,-2.974625978496133,-1.7799766744846355,1.3954014227319504,1266.2325346745456,2755.3360110225503,2.030326752241936,-0.8794485539112971
0.7611000000000002,-2.954747161806067,-1.6803445609354843,1.3518557925643366,1218.7734202091212,2877.2133530434626,2.030326752241936,-0.8794485539112971
0.8111000000000003,-2.930527039979233,-1.581768234875188,1.3078833648687718,1170.5654778782346,2994.269900831286,2.0002270841614465,-0.9437009000884431
0.8611000000000003,-2.9022585302187602,-1.4857012185608038,1.2609911365461464,1123.4041959968097,3106.610320430967,2.0002270841614465,-0.9437009000884431
0.9111000000000004,-2.869532297441309,-1.3912056683055563,1.2138060915417241,1074.8800753436053,3214.0983279653274,1.9585952089555876,-0.9817320796529779
0.9611000000000004,-2.8330217534022752,-1.30014242551076,1.164892806736778,1028.3879520047578,3316.9371231658033,1.9585952089555876,-0.9817320796529779
1.0111000000000003,-2.7921620283102206,-1.2111548119581437,1.1158062027541293,980.0359074575471,3414.940713911558,1.9057862412465028,-0.9958899112427213
1.0611000000000004,-2.748073151244652,-1.1264184079567325,1.0660762285599152,934.7168282383744,3508.4123967353953,1.9057862412465028,-0.9958899112427213
1.1111000000000004,-2.699937664195161,-1.0441921841887627,1.0162817329977791,887.173088864274,3597.1297056218227,1.842838632026075,-0.9883511737327909
